No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP
351,2013,3,15,14,196.0,219.0,81.0,75.0,1600.0,60.0,11.4
352,2013,3,15,15,200.0,213.0,81.0,70.0,1500.0,81.0,11.5
353,2013,3,15,16,205.0,240.0,84.0,89.0,1700.0,81.0,11.0
354,2013,3,15,17,264.0,265.0,88.0,106.0,1800.0,81.0,10.6
355,2013,3,15,18,238.0,275.0,80.0,114.0,1899.0,81.0,9.7
356,2013,3,15,19,254.0,287.0,82.0,122.0,2000.0,81.0,8.5
357,2013,3,15,20,262.0,287.0,77.0,129.0,2299.0,81.0,7.3
358,2013,3,15,21,265.0,247.0,62.0,108.0,2100.0,81.0,6.6
359,2013,3,15,22,235.0,253.0,60.0,115.0,2299.0,81.0,5.6
360,2013,3,15,23,236.0,243.0,57.0,108.0,2200.0,81.0,4.6
361,2013,3,16,0,234.0,244.0,51.0,105.0,2100.0,81.0,4.5
362,2013,3,16,1,237.0,249.0,49.0,114.0,2399.0,81.0,4.5
363,2013,3,16,2,243.0,252.0,50.0,111.0,2299.0,81.0,3.5
364,2013,3,16,3,243.0,250.0,44.0,103.0,2100.0,81.0,2.4
365,2013,3,16,4,246.0,258.0,30.0,95.0,2299.0,81.0,2.3
366,2013,3,16,5,298.0,302.0,41.0,110.0,3200.0,81.0,1.9
367,2013,3,16,6,252.0,271.0,41.0,98.0,2700.0,81.0,3.2
368,2013,3,16,7,251.0,274.0,30.0,93.0,2899.0,81.0,4.4
369,2013,3,16,8,261.0,296.0,55.0,95.0,3000.0,81.0,6.6
370,2013,3,16,9,262.0,282.0,82.0,96.0,2600.0,81.0,10.7
371,2013,3,16,10,270.0,309.0,94.0,109.0,2600.0,81.0,12.9
372,2013,3,16,11,280.0,308.0,85.0,112.0,2299.0,81.0,13.7
373,2013,3,16,12,209.0,170.0,61.0,63.0,1500.0,81.0,14.4
374,2013,3,16,13,148.0,149.0,56.0,58.0,1600.0,98.0,14.3
375,2013,3,16,14,144.0,152.0,52.0,62.0,1600.0,98.0,14.6
376,2013,3,16,15,147.0,163.0,57.0,57.0,1700.0,107.0,13.8
377,2013,3,16,16,139.0,145.0,51.0,50.0,1600.0,107.0,13.4
378,2013,3,16,17,133.0,170.0,70.0,66.0,1899.0,107.0,12.4
379,2013,3,16,18,162.0,194.0,84.0,87.0,2600.0,107.0,12.0
380,2013,3,16,19,263.0,280.0,139.0,124.0,3500.0,107.0,11.4
381,2013,3,16,20,301.0,313.0,104.0,121.0,4000.0,107.0,10.2
382,2013,3,16,21,253.0,271.0,68.0,110.0,3100.0,107.0,9.5
383,2013,3,16,22,244.0,246.0,55.0,92.0,2700.0,107.0,8.4
384,2013,3,16,23,280.0,246.0,48.0,80.0,2200.0,107.0,7.9
385,2013,3,17,0,236.0,232.0,59.0,61.0,1800.0,107.0,7.4
386,2013,3,17,1,226.0,174.0,61.0,54.0,1800.0,107.0,7.2
387,2013,3,17,2,218.0,168.0,61.0,57.0,1800.0,107.0,7.2
388,2013,3,17,3,212.0,163.0,65.0,62.0,1700.0,107.0,6.8
389,2013,3,17,4,208.0,159.0,68.0,76.0,1800.0,107.0,5.9
390,2013,3,17,5,210.0,167.0,59.0,73.0,1800.0,107.0,5.3
391,2013,3,17,6,180.0,180.0,57.0,84.0,1899.0,107.0,4.1
392,2013,3,17,7,216.0,164.0,53.0,98.0,2000.0,107.0,5.8
393,2013,3,17,8,176.0,200.0,60.0,91.0,2200.0,107.0,7.3
394,2013,3,17,9,195.0,218.0,82.0,91.0,2299.0,107.0,8.4
395,2013,3,17,10,207.0,241.0,92.0,89.0,2399.0,107.0,10.1
396,2013,3,17,11,269.0,270.0,93.0,88.0,2399.0,107.0,11.9
397,2013,3,17,12,249.0,299.0,89.0,90.0,2399.0,107.0,13.0
398,2013,3,17,13,278.0,328.0,94.0,104.0,2600.0,107.0,14.3
399,2013,3,17,14,308.0,357.0,96.0,129.0,2899.0,107.0,14.6
400,2013,3,17,15,374.0,377.0,85.0,148.0,3000.0,107.0,15.1
401,2013,3,17,16,330.0,376.0,82.0,161.0,3000.0,103.0,14.7
402,2013,3,17,17,340.0,378.0,80.0,150.0,2899.0,77.0,13.9
403,2013,3,17,18,349.0,372.0,74.0,148.0,3000.0,77.0,11.9
404,2013,3,17,19,350.0,375.0,68.0,167.0,3100.0,55.0,10.0
405,2013,3,17,20,368.0,412.0,63.0,195.0,3700.0,77.0,9.1
406,2013,3,17,21,403.0,363.0,55.0,157.0,3500.0,77.0,9.0
407,2013,3,17,22,394.0,349.0,52.0,138.0,3299.0,77.0,7.5
408,2013,3,17,23,338.0,339.0,48.0,127.0,3200.0,77.0,8.1
409,2013,3,18,0,379.0,339.0,44.0,115.0,3100.0,77.0,12.2
410,2013,3,18,1,170.0,327.0,18.0,35.0,1100.0,77.0,11.7
411,2013,3,18,2,25.0,99.0,19.0,5.0,300.0,84.0,10.3
412,2013,3,18,3,19.0,67.0,4.0,10.0,,84.0,10.2
413,2013,3,18,4,20.0,58.0,4.0,10.0,300.0,84.0,8.1
414,2013,3,18,5,16.0,111.0,5.0,11.0,300.0,84.0,7.0
415,2013,3,18,6,3.0,21.0,11.0,12.0,300.0,84.0,5.7
416,2013,3,18,7,8.0,21.0,3.0,9.0,300.0,85.0,6.2
417,2013,3,18,8,6.0,6.0,3.0,9.0,200.0,85.0,7.6
418,2013,3,18,9,3.0,6.0,3.0,8.0,200.0,87.0,8.4
419,2013,3,18,10,3.0,6.0,3.0,8.0,200.0,92.0,9.4
420,2013,3,18,11,6.0,6.0,3.0,10.0,200.0,92.0,10.2
421,2013,3,18,12,7.0,6.0,3.0,8.0,200.0,93.0,11.4
422,2013,3,18,13,3.0,6.0,4.0,10.0,300.0,94.0,11.8
423,2013,3,18,14,14.0,6.0,5.0,13.0,300.0,94.0,12.6
424,2013,3,18,15,14.0,6.0,6.0,11.0,300.0,95.0,12.2
425,2013,3,18,16,14.0,6.0,6.0,11.0,200.0,97.0,11.4
426,2013,3,18,17,3.0,6.0,4.0,20.0,300.0,88.0,10.3
427,2013,3,18,18,18.0,20.0,6.0,31.0,400.0,76.0,8.8
428,2013,3,18,19,34.0,186.0,8.0,34.0,400.0,75.0,6.7
429,2013,3,18,20,58.0,198.0,21.0,44.0,800.0,52.0,5.4
430,2013,3,18,21,44.0,99.0,14.0,33.0,600.0,57.0,4.6
431,2013,3,18,22,45.0,73.0,12.0,33.0,700.0,51.0,3.4
432,2013,3,18,23,45.0,73.0,12.0,33.0,800.0,43.0,2.5
433,2013,3,19,0,41.0,59.0,11.0,37.0,800.0,44.0,0.7
434,2013,3,19,1,36.0,46.0,10.0,34.0,700.0,44.0,-0.1
435,2013,3,19,2,28.0,53.0,4.0,30.0,600.0,43.0,-0.3
436,2013,3,19,3,11.0,13.0,3.0,26.0,600.0,36.0,-0.5
437,2013,3,19,4,30.0,6.0,3.0,25.0,500.0,35.0,-0.2
438,2013,3,19,5,36.0,4.0,3.0,25.0,500.0,40.0,-0.2
439,2013,3,19,6,30.0,6.0,3.0,21.0,500.0,39.0,0.2
440,2013,3,19,7,30.0,6.0,3.0,21.0,400.0,40.0,0.7
441,2013,3,19,8,12.0,38.0,8.0,52.0,700.0,14.0,1.7
442,2013,3,19,9,24.0,39.0,12.0,38.0,700.0,26.0,2.1
443,2013,3,19,10,34.0,51.0,11.0,24.0,600.0,36.0,2.4
444,2013,3,19,11,42.0,54.0,9.0,23.0,700.0,35.0,2.0
445,2013,3,19,12,68.0,69.0,6.0,37.0,800.0,23.0,2.2
446,2013,3,19,13,53.0,60.0,3.0,42.0,900.0,16.0,2.4
447,2013,3,19,14,77.0,52.0,3.0,44.0,900.0,12.0,3.4
448,2013,3,19,15,82.0,49.0,3.0,46.0,900.0,14.0,3.2
449,2013,3,19,16,56.0,29.0,4.0,27.0,600.0,39.0,2.9
450,2013,3,19,17,43.0,17.0,3.0,24.0,600.0,44.0,2.7
451,2013,3,19,18,23.0,6.0,3.0,14.0,500.0,59.0,2.3
452,2013,3,19,19,25.0,7.0,3.0,15.0,500.0,56.0,1.1
453,2013,3,19,20,22.0,6.0,3.0,16.0,500.0,48.0,0.6
454,2013,3,19,21,27.0,10.0,3.0,24.0,600.0,39.0,0.4
455,2013,3,19,22,20.0,6.0,3.0,15.0,400.0,56.0,0.1
456,2013,3,19,23,21.0,6.0,3.0,16.0,400.0,61.0,-0.2
457,2013,3,20,0,5.0,10.0,3.0,19.0,700.0,46.0,-0.6
458,2013,3,20,1,32.0,11.0,3.0,20.0,800.0,45.0,-1.0
459,2013,3,20,2,27.0,14.0,3.0,13.0,600.0,58.0,-1.5
460,2013,3,20,3,6.0,6.0,3.0,3.0,300.0,79.0,-1.6
461,2013,3,20,4,7.0,6.0,3.0,4.0,300.0,77.0,-2.9
462,2013,3,20,5,5.0,6.0,3.0,5.0,300.0,66.0,-4.1
463,2013,3,20,6,10.0,6.0,3.0,18.0,500.0,54.0,-4.8
464,2013,3,20,7,3.0,6.0,3.0,20.0,600.0,51.0,-3.8
465,2013,3,20,8,8.0,34.0,3.0,20.0,600.0,53.0,-0.6
466,2013,3,20,9,15.0,19.0,6.0,19.0,700.0,55.0,2.5
467,2013,3,20,10,45.0,6.0,19.0,51.0,1000.0,40.0,4.4
468,2013,3,20,11,24.0,42.0,16.0,42.0,700.0,50.0,3.0
469,2013,3,20,12,34.0,10.0,15.0,31.0,600.0,64.0,6.1
470,2013,3,20,13,22.0,6.0,16.0,25.0,500.0,75.0,6.5
471,2013,3,20,14,27.0,6.0,14.0,21.0,500.0,82.0,5.7
472,2013,3,20,15,34.0,36.0,11.0,22.0,500.0,88.0,5.7
473,2013,3,20,16,20.0,21.0,10.0,20.0,500.0,95.0,5.1
474,2013,3,20,17,47.0,49.0,10.0,21.0,600.0,88.0,4.3
475,2013,3,20,18,39.0,57.0,11.0,30.0,700.0,74.0,3.6
476,2013,3,20,19,61.0,66.0,7.0,42.0,800.0,55.0,3.2
477,2013,3,20,20,81.0,82.0,7.0,49.0,900.0,37.0,2.1
478,2013,3,20,21,69.0,85.0,5.0,53.0,1000.0,27.0,1.1
479,2013,3,20,22,74.0,91.0,4.0,60.0,1200.0,15.0,0.5
480,2013,3,20,23,82.0,97.0,4.0,68.0,1300.0,7.0,0.4
481,2013,3,21,0,89.0,99.0,5.0,67.0,1200.0,8.0,0.8
482,2013,3,21,1,90.0,105.0,6.0,58.0,1100.0,14.0,1.0
483,2013,3,21,2,94.0,105.0,7.0,61.0,1200.0,15.0,1.0
484,2013,3,21,3,93.0,108.0,8.0,61.0,1200.0,12.0,1.2
485,2013,3,21,4,95.0,104.0,10.0,51.0,1100.0,18.0,0.9
486,2013,3,21,5,107.0,104.0,9.0,51.0,1000.0,16.0,0.5
487,2013,3,21,6,84.0,84.0,7.0,52.0,900.0,12.0,0.4
488,2013,3,21,7,80.0,88.0,10.0,54.0,1000.0,10.0,0.5
489,2013,3,21,8,87.0,104.0,17.0,52.0,1300.0,13.0,1.5
490,2013,3,21,9,92.0,109.0,29.0,49.0,1300.0,20.0,2.1
491,2013,3,21,10,125.0,128.0,27.0,55.0,1399.0,20.0,2.7
492,2013,3,21,11,140.0,153.0,26.0,64.0,1600.0,20.0,4.4
493,2013,3,21,12,156.0,162.0,29.0,60.0,1500.0,32.0,5.2
494,2013,3,21,13,133.0,162.0,27.0,56.0,1399.0,47.0,6.0
495,2013,3,21,14,138.0,145.0,26.0,42.0,1200.0,74.0,6.4
496,2013,3,21,15,138.0,146.0,27.0,42.0,,,6.7
497,2013,3,21,16,3.0,163.0,26.0,49.0,1200.0,72.0,6.7
498,2013,3,21,17,102.0,169.0,25.0,54.0,1300.0,68.0,5.9
499,2013,3,21,18,177.0,181.0,23.0,65.0,1399.0,55.0,4.9
500,2013,3,21,19,176.0,185.0,17.0,76.0,1500.0,36.0,4.1
501,2013,3,21,20,197.0,209.0,20.0,108.0,1899.0,9.0,3.7
502,2013,3,21,21,193.0,210.0,22.0,96.0,2100.0,14.0,3.2
503,2013,3,21,22,198.0,206.0,23.0,102.0,2100.0,5.0,3.1
504,2013,3,21,23,177.0,183.0,20.0,94.0,1899.0,6.0,2.9
505,2013,3,22,0,204.0,222.0,14.0,90.0,2700.0,11.0,4.6
506,2013,3,22,1,81.0,147.0,22.0,51.0,1300.0,38.0,6.9
507,2013,3,22,2,7.0,145.0,20.0,24.0,700.0,62.0,5.9
508,2013,3,22,3,3.0,6.0,3.0,14.0,,,4.6
509,2013,3,22,4,120.0,137.0,20.0,62.0,500.0,68.0,3.9
510,2013,3,22,5,3.0,6.0,3.0,11.0,500.0,72.0,2.4
511,2013,3,22,6,9.0,10.0,3.0,14.0,600.0,68.0,2.1
512,2013,3,22,7,8.0,24.0,3.0,32.0,700.0,49.0,6.0
513,2013,3,22,8,13.0,40.0,10.0,44.0,900.0,35.0,7.6
514,2013,3,22,9,99.0,117.0,18.0,56.0,700.0,55.0,7.4
515,2013,3,22,10,94.0,112.0,17.0,55.0,500.0,63.0,8.5
516,2013,3,22,11,88.0,107.0,16.0,53.0,500.0,66.0,9.4
517,2013,3,22,12,21.0,33.0,6.0,25.0,500.0,67.0,9.6
518,2013,3,22,13,32.0,80.0,13.0,35.0,800.0,62.0,10.7
519,2013,3,22,14,55.0,114.0,18.0,40.0,900.0,62.0,10.5
520,2013,3,22,15,100.0,178.0,22.0,44.0,1300.0,69.0,9.7
521,2013,3,22,16,106.0,174.0,19.0,38.0,1100.0,76.0,9.5
522,2013,3,22,17,88.0,159.0,19.0,38.0,1100.0,73.0,8.9
523,2013,3,22,18,87.0,164.0,20.0,44.0,1100.0,67.0,8.2
524,2013,3,22,19,90.0,165.0,22.0,52.0,1200.0,57.0,7.6
525,2013,3,22,20,88.0,159.0,20.0,55.0,1200.0,49.0,7.2
526,2013,3,22,21,91.0,159.0,16.0,60.0,1200.0,38.0,5.0
527,2013,3,22,22,82.0,144.0,13.0,62.0,1200.0,29.0,3.8
528,2013,3,22,23,58.0,96.0,10.0,57.0,1100.0,24.0,2.9
529,2013,3,23,0,60.0,84.0,9.0,63.0,1100.0,17.0,2.0
530,2013,3,23,1,59.0,93.0,8.0,74.0,1300.0,6.0,1.4
531,2013,3,23,2,54.0,83.0,9.0,73.0,1600.0,5.0,1.1
532,2013,3,23,3,44.0,68.0,8.0,62.0,1399.0,10.0,0.7
533,2013,3,23,4,45.0,63.0,9.0,58.0,1100.0,11.0,0.6
534,2013,3,23,5,45.0,63.0,10.0,59.0,1000.0,13.0,0.7
535,2013,3,23,6,51.0,66.0,8.0,51.0,1000.0,12.0,0.8
536,2013,3,23,7,52.0,71.0,10.0,52.0,1100.0,10.0,0.9
537,2013,3,23,8,56.0,78.0,15.0,52.0,1300.0,11.0,1.6
538,2013,3,23,9,65.0,90.0,26.0,53.0,1600.0,15.0,2.1
539,2013,3,23,10,69.0,94.0,37.0,53.0,1700.0,22.0,3.0
540,2013,3,23,11,68.0,83.0,41.0,51.0,1600.0,30.0,5.0
541,2013,3,23,12,67.0,88.0,46.0,46.0,1500.0,39.0,5.9
542,2013,3,23,13,84.0,102.0,39.0,49.0,1500.0,35.0,7.6
543,2013,3,23,14,97.0,124.0,41.0,54.0,1500.0,35.0,9.2
544,2013,3,23,15,90.0,122.0,40.0,51.0,1399.0,41.0,12.2
545,2013,3,23,16,87.0,164.0,29.0,50.0,1200.0,44.0,9.7
546,2013,3,23,17,19.0,128.0,3.0,17.0,600.0,77.0,7.7
547,2013,3,23,18,12.0,83.0,3.0,12.0,500.0,77.0,6.0
548,2013,3,23,19,8.0,53.0,3.0,11.0,500.0,77.0,5.0
549,2013,3,23,20,7.0,31.0,3.0,9.0,500.0,80.0,4.1
550,2013,3,23,21,9.0,24.0,3.0,9.0,400.0,79.0,3.8
551,2013,3,23,22,9.0,20.0,3.0,8.0,400.0,78.0,3.2
552,2013,3,23,23,5.0,14.0,3.0,6.0,400.0,79.0,2.8
553,2013,3,24,0,5.0,14.0,3.0,4.0,400.0,80.0,1.1
554,2013,3,24,1,6.0,14.0,3.0,6.0,400.0,77.0,0.1
555,2013,3,24,2,6.0,18.0,3.0,19.0,500.0,62.0,0.7
556,2013,3,24,3,13.0,21.0,3.0,27.0,600.0,54.0,0.5
557,2013,3,24,4,5.0,22.0,3.0,19.0,500.0,61.0,0.1
558,2013,3,24,5,6.0,23.0,3.0,20.0,400.0,66.0,-0.2
559,2013,3,24,6,7.0,15.0,3.0,15.0,500.0,64.0,0.1
560,2013,3,24,7,10.0,24.0,3.0,24.0,500.0,50.0,2.8
561,2013,3,24,8,8.0,22.0,5.0,21.0,500.0,57.0,4.4
562,2013,3,24,9,10.0,19.0,4.0,16.0,500.0,68.0,5.8
563,2013,3,24,10,7.0,24.0,3.0,14.0,400.0,72.0,6.4
564,2013,3,24,11,12.0,19.0,6.0,17.0,500.0,70.0,7.5
565,2013,3,24,12,17.0,20.0,8.0,18.0,500.0,70.0,8.6
566,2013,3,24,13,12.0,20.0,6.0,17.0,500.0,73.0,9.7
567,2013,3,24,14,12.0,16.0,5.0,15.0,500.0,77.0,10.5
568,2013,3,24,15,16.0,23.0,6.0,15.0,500.0,78.0,10.9
569,2013,3,24,16,16.0,24.0,6.0,16.0,500.0,78.0,11.0
570,2013,3,24,17,15.0,26.0,6.0,17.0,500.0,78.0,9.1
571,2013,3,24,18,19.0,35.0,6.0,24.0,500.0,72.0,7.3
572,2013,3,24,19,31.0,68.0,6.0,39.0,,61.6896,5.8
573,2013,3,24,20,45.0,92.0,8.0,50.0,,47.3382,4.6
574,2013,3,24,21,59.0,94.0,12.0,67.0,,25.2756,3.1
575,2013,3,24,22,60.0,96.0,12.0,62.0,,23.1336,3.0
576,2013,3,24,23,40.0,66.0,6.0,35.0,800.0,41.0,3.0
577,2013,3,25,0,41.0,66.0,6.0,35.0,,41.769,2.3
578,2013,3,25,1,33.0,63.0,5.0,31.0,,33.6294,2.2
579,2013,3,25,2,44.0,71.0,5.0,38.0,,11.9952,1.7
580,2013,3,25,3,70.0,112.0,11.0,66.0,,8.9964,1.0
581,2013,3,25,4,77.0,118.0,15.0,67.0,,8.9964,0.2
582,2013,3,25,5,70.0,102.0,14.0,65.0,,6.426,-1.2
583,2013,3,25,6,68.0,94.0,14.0,67.0,,4.7124,-1.8
584,2013,3,25,7,63.0,92.0,18.0,68.0,,5.9976,0.4
585,2013,3,25,8,87.0,133.0,34.0,67.0,,8.7822,2.7
586,2013,3,25,9,82.0,118.0,44.0,59.0,,17.9928,4.1
587,2013,3,25,10,90.0,123.0,44.0,61.0,,25.0614,5.3
588,2013,3,25,11,100.0,123.0,48.0,57.0,,37.6992,6.9
589,2013,3,25,12,108.0,127.0,54.0,57.0,,46.4814,7.9
590,2013,3,25,13,105.0,127.0,46.0,59.0,,55.692,9.0
591,2013,3,25,14,114.0,134.0,43.0,63.0,,62.9748,9.8
592,2013,3,25,15,121.0,145.0,45.0,78.0,,57.4056,10.1
593,2013,3,25,16,127.0,156.0,38.0,85.0,1899.0,59.0,10.1
594,2013,3,25,17,131.0,157.0,35.0,71.0,1600.0,75.0,9.5
595,2013,3,25,18,124.0,149.0,33.0,65.0,1399.0,72.0,8.6
596,2013,3,25,19,125.0,165.0,30.0,79.0,1399.0,51.0,7.3
597,2013,3,25,20,133.0,176.0,27.0,95.0,1500.0,28.0,5.3
598,2013,3,25,21,148.0,192.0,27.0,113.0,1800.0,10.0,4.2
599,2013,3,25,22,148.0,184.0,29.0,105.0,2000.0,12.0,3.6
600,2013,3,25,23,136.0,162.0,25.0,80.0,1700.0,24.0,3.0
601,2013,3,26,0,132.0,155.0,22.0,69.0,1700.0,29.0,1.9
602,2013,3,26,1,132.0,151.0,20.0,58.0,1700.0,32.0,1.7
603,2013,3,26,2,128.0,148.0,21.0,59.0,1500.0,28.0,0.8
604,2013,3,26,3,144.0,195.0,14.0,90.0,,,0.1
605,2013,3,26,4,136.0,172.0,16.0,90.0,2299.0,6.0,-0.2
606,2013,3,26,5,134.0,164.0,13.0,88.0,2100.0,6.0,-0.7
607,2013,3,26,6,143.0,206.0,14.0,89.0,2500.0,6.0,-0.5
608,2013,3,26,7,124.0,144.0,15.0,78.0,2000.0,6.0,1.8
609,2013,3,26,8,149.0,214.0,27.0,86.0,2700.0,9.0,4.5
610,2013,3,26,9,175.0,252.0,42.0,94.0,2700.0,10.0,6.8
611,2013,3,26,10,163.0,212.0,46.0,94.0,2000.0,12.0,8.0
612,2013,3,26,11,185.0,230.0,49.0,86.0,1800.0,23.0,9.0
613,2013,3,26,12,202.0,246.0,54.0,94.0,1800.0,31.0,10.4
614,2013,3,26,13,212.0,256.0,47.0,104.0,1800.0,39.0,11.7
615,2013,3,26,14,207.0,248.0,47.0,120.0,1899.0,39.0,12.0
616,2013,3,26,15,226.0,263.0,50.0,110.0,1800.0,45.0,12.2
617,2013,3,26,16,223.0,247.0,56.0,80.0,1500.0,69.0,12.4
618,2013,3,26,17,235.0,270.0,66.0,85.0,1700.0,59.0,11.9
619,2013,3,26,18,231.0,272.0,68.0,100.0,1800.0,36.0,10.4
620,2013,3,26,19,231.0,272.0,68.0,100.0,,13.7088,9.7
621,2013,3,26,20,257.0,293.0,66.0,124.0,2299.0,8.0,9.4
622,2013,3,26,21,236.0,259.0,64.0,99.0,2000.0,20.0,7.3
623,2013,3,26,22,258.0,276.0,59.0,106.0,2200.0,14.0,6.1
624,2013,3,26,23,259.0,265.0,52.0,110.0,2299.0,7.0,5.3
625,2013,3,27,0,234.0,238.0,42.0,88.0,2000.0,12.0,4.7
626,2013,3,27,1,240.0,241.0,36.0,83.0,2200.0,11.0,4.2
627,2013,3,27,2,236.0,243.0,28.0,80.0,2399.0,7.0,3.8
628,2013,3,27,3,229.0,233.0,22.0,77.0,2200.0,7.0,3.2
629,2013,3,27,4,218.0,224.0,18.0,72.0,2200.0,6.0,3.0
630,2013,3,27,5,212.0,221.0,16.0,75.0,2100.0,5.0,2.7
631,2013,3,27,6,204.0,220.0,16.0,69.0,2100.0,5.0,3.9
632,2013,3,27,7,204.0,238.0,20.0,68.0,1899.0,6.0,5.1
633,2013,3,27,8,207.0,265.0,24.0,74.0,2100.0,7.0,8.8
634,2013,3,27,9,228.0,301.0,38.0,81.0,2399.0,8.0,13.4
635,2013,3,27,10,186.0,226.0,40.0,66.0,1700.0,25.0,15.4
636,2013,3,27,11,77.0,91.0,27.0,40.0,1100.0,59.0,17.0
637,2013,3,27,12,52.0,67.0,22.0,34.0,900.0,70.0,17.9
638,2013,3,27,13,26.0,89.0,11.0,29.0,700.0,80.0,18.4
639,2013,3,27,14,26.0,89.0,11.0,29.0,600.0,85.0,17.6
640,2013,3,27,15,11.0,79.0,3.0,23.0,500.0,86.0,17.7
641,2013,3,27,16,11.0,61.0,3.0,21.0,,86.751,15.4
642,2013,3,27,17,4.0,31.0,3.0,14.0,500.0,88.0,13.4
643,2013,3,27,18,4.0,20.0,3.0,12.0,400.0,89.0,11.6
644,2013,3,27,19,11.0,18.0,3.0,12.0,400.0,90.0,10.3
645,2013,3,27,20,9.0,16.0,3.0,10.0,400.0,90.0,9.7
646,2013,3,27,21,6.0,11.0,3.0,9.0,400.0,88.0,9.1
647,2013,3,27,22,8.0,11.0,3.0,9.0,400.0,86.0,8.4
648,2013,3,27,23,8.0,11.0,3.0,9.0,400.0,86.0,8.0
649,2013,3,28,0,6.0,11.0,3.0,7.0,400.0,84.0,7.2
650,2013,3,28,1,7.0,11.0,3.0,8.0,400.0,81.0,6.6
651,2013,3,28,2,6.0,9.0,3.0,9.0,400.0,79.0,5.8
652,2013,3,28,3,3.0,8.0,3.0,8.0,400.0,79.0,4.5
653,2013,3,28,4,4.0,9.0,3.0,9.0,500.0,64.0,2.1
654,2013,3,28,5,13.0,19.0,3.0,26.0,600.0,51.0,2.0
655,2013,3,28,6,20.0,58.0,4.0,70.0,800.0,11.0,2.5
656,2013,3,28,7,21.0,42.0,3.0,66.0,900.0,17.0,4.6
657,2013,3,28,8,21.0,38.0,3.0,57.0,900.0,29.0,5.8
658,2013,3,28,9,21.0,38.0,3.0,57.0,600.0,41.0,7.3
659,2013,3,28,10,20.0,35.0,3.0,47.0,500.0,59.0,8.7
660,2013,3,28,11,21.0,41.0,3.0,29.0,500.0,65.0,9.3
661,2013,3,28,12,17.0,66.0,5.0,22.0,600.0,76.0,11.1
662,2013,3,28,13,15.0,35.0,5.0,19.0,600.0,80.0,12.5
663,2013,3,28,14,13.0,21.0,3.0,15.0,500.0,85.0,13.4
664,2013,3,28,15,11.0,23.0,3.0,15.0,500.0,86.0,14.0
665,2013,3,28,16,10.0,31.0,3.0,16.0,500.0,86.0,14.0
666,2013,3,28,17,11.0,30.0,3.0,16.0,500.0,86.0,12.7
667,2013,3,28,18,11.0,30.0,3.0,16.0,500.0,84.0,10.9
668,2013,3,28,19,12.0,38.0,3.0,28.0,600.0,70.0,9.3
669,2013,3,28,20,15.0,36.0,3.0,28.0,600.0,65.0,8.2
670,2013,3,28,21,14.0,35.0,3.0,27.0,600.0,61.0,5.9
671,2013,3,28,22,18.0,28.0,6.0,37.0,600.0,51.0,5.2
672,2013,3,28,23,10.0,21.0,3.0,32.0,600.0,53.0,4.6
673,2013,3,29,0,11.0,35.0,4.0,42.0,600.0,43.0,4.6
674,2013,3,29,1,19.0,28.0,3.0,49.0,700.0,37.0,4.1
675,2013,3,29,2,5.0,8.0,3.0,17.0,500.0,70.0,4.5
676,2013,3,29,3,8.0,28.0,3.0,37.0,600.0,43.0,2.9
677,2013,3,29,4,26.0,50.0,3.0,31.0,700.0,42.0,1.9
678,2013,3,29,5,26.0,50.0,3.0,31.0,900.0,44.0,1.2
679,2013,3,29,6,25.0,36.0,4.0,30.0,1100.0,7.0,1.5
680,2013,3,29,7,49.0,102.0,9.0,68.0,1100.0,9.0,3.9
681,2013,3,29,8,44.0,96.0,12.0,68.0,1200.0,14.0,5.6
682,2013,3,29,9,46.0,87.0,10.0,63.0,1000.0,21.0,6.4
683,2013,3,29,10,47.0,88.0,10.0,63.0,,44.1252,8.0
684,2013,3,29,11,48.0,76.0,21.0,46.0,1200.0,48.0,8.7
685,2013,3,29,12,46.0,63.0,21.0,39.0,1300.0,59.0,8.7
686,2013,3,29,13,52.0,79.0,26.0,39.0,1399.0,62.0,8.6
687,2013,3,29,14,52.0,76.0,29.0,39.0,1600.0,63.0,8.9
688,2013,3,29,15,59.0,91.0,26.0,41.0,1500.0,62.0,8.8
689,2013,3,29,16,93.0,145.0,31.0,55.0,1800.0,54.0,8.5
690,2013,3,29,17,104.0,146.0,28.0,63.0,1800.0,50.0,7.4
691,2013,3,29,18,94.0,135.0,24.0,61.0,1500.0,57.0,5.8
692,2013,3,29,19,91.0,130.0,19.0,57.0,1500.0,52.0,5.7
693,2013,3,29,20,90.0,107.0,15.0,49.0,1500.0,52.0,5.6
694,2013,3,29,21,96.0,114.0,15.0,54.0,1500.0,39.0,5.2
695,2013,3,29,22,93.0,130.0,18.0,56.0,1600.0,28.0,4.7
696,2013,3,29,23,78.0,117.0,26.0,54.0,1399.0,26.0,4.2
697,2013,3,30,0,78.0,117.0,26.0,54.0,1700.0,25.0,3.8
698,2013,3,30,1,69.0,98.0,45.0,55.0,2200.0,22.0,3.6
699,2013,3,30,2,67.0,94.0,45.0,55.0,1899.0,21.0,3.3
700,2013,3,30,3,70.0,98.0,61.0,63.0,,,3.2
701,2013,3,30,4,64.0,91.0,68.0,64.0,2299.0,19.0,3.0
702,2013,3,30,5,64.0,96.0,77.0,61.0,2399.0,18.0,1.5
703,2013,3,30,6,64.0,91.0,67.0,62.0,2399.0,16.0,1.4
704,2013,3,30,7,76.0,130.0,71.0,75.0,2600.0,8.0,3.3
